"obs","LONGITUDE","LATITUDE","bio1","bio4","bio8","bio9","bio11","bio12","bio16","bio19"
1,15.8677,58.4742,65,6965,146,6,-20,559,189,118
1,13.58,52.56,89,6927,176,39,-2,563,186,123
1,8.42,48.86,98,6515,164,26,13,778,240,171
1,6.28934,46.25577,99,6526,106,92,14,956,256,236
1,17.6626,59.1592,67,7166,152,7,-20,524,179,114
1,-4.29089,55.89147,82,4262,58,101,30,1238,400,359
1,13.75,52.06,92,6937,179,12,1,553,186,117
1,13.415,53.7485,83,6546,167,32,0,559,182,114
1,4.40446,50.82846,99,5636,66,62,26,823,224,203
1,4.04902,50.91794,103,5502,72,64,31,778,217,189
1,4.44708,50.84642,102,5599,70,64,29,787,214,191
1,11.2487,53.6485,84,6338,165,33,4,625,196,141
1,9.11782,55.80852,75,5759,84,25,4,845,278,170
1,10.75,52.56,86,6298,167,13,6,616,199,132
1,4.23153,51.77962,98,5273,110,54,32,768,226,184
1,3.64989,50.97911,101,5329,73,62,33,747,214,180
1,4.04615,50.04893,93,5606,29,55,20,888,252,236
1,9.92,50.26,80,6617,163,36,-7,733,221,166
1,6.23069,50.848,100,5670,172,58,27,813,237,189
1,3.75028,50.92574,101,5387,72,61,31,767,218,186
1,5.69874,50.91983,98,5521,168,57,27,792,225,186
1,12.45187,55.77167,83,6207,158,29,8,620,193,119
1,16.1547,58.6118,66,7036,148,7,-21,565,190,119
1,-0.73342,52.99527,95,4933,160,60,33,611,164,145
1,-3.16663,54.79418,74,4501,49,95,18,1104,343,302
1,11.36086,55.44186,81,6028,155,24,6,600,181,116
1,4.5889,50.81028,100,5641,66,62,26,810,217,198
1,16.6576,59.5495,60,7450,146,0,-32,569,204,110
1,10.42,54.36,81,5966,153,30,6,703,212,164
1,12.25,50.36,69,6635,153,23,-17,673,223,147
1,10.42,52.46,88,6202,167,16,8,635,205,137
1,11.67505,55.17135,83,6029,156,26,7,584,177,113
1,10.50251,52.94557,85,6379,167,38,3,637,205,138
1,2.48759,48.8762,111,5704,115,74,38,645,173,155
1,13.25,52.06,92,6881,179,13,3,558,185,120
1,4.06353,50.87303,103,5502,72,64,31,778,217,189
1,12.2485,54.1484,83,6224,163,30,6,585,190,126
1,10.25,48.46,82,6669,166,9,-5,785,284,147
1,-2.35376,50.66355,99,4523,56,113,46,812,266,248
1,3.7925,50.96191,101,5387,72,61,31,767,218,186
1,13.5816,53.4485,81,6731,167,30,-6,582,190,121
1,10.75,52.76,86,6337,167,12,4,624,202,135
1,11.42,50.56,74,6431,156,0,-9,665,218,141
1,4.23546,51.76752,98,5273,110,54,32,768,226,184
1,13.41336,52.4592,91,6924,178,42,0,560,184,124
1,12.92,51.56,91,6765,177,14,4,552,192,107
1,-0.78097,51.28728,95,5138,38,148,29,786,248,219
1,2.00582,48.5358,106,5549,111,69,34,643,172,158
1,12.25,51.96,91,6621,176,15,6,512,175,102
1,6.36,49.49,93,6036,25,52,16,790,212,197
1,10.08,47.96,74,6524,157,1,-11,986,354,186
1,-3.68584,56.04639,84,4407,59,104,29,911,279,248
1,7.08,50.76,99,5796,173,57,24,754,234,172
1,-2.53158,53.8099,89,4436,66,108,33,1145,364,308
1,12.54037,55.61073,84,6159,158,31,9,605,188,136
1,2.66534,47.7121,109,5731,165,71,34,681,182,170
1,13.08,51.56,92,6777,178,14,4,561,195,109
1,0.55388,52.07525,93,4796,67,57,32,548,153,127
1,-1.92406,53.81105,86,4648,38,133,29,1078,335,308
1,7.29861,48.89782,90,6186,169,49,10,746,222,174
1,-3.32213,54.79258,82,4459,57,103,26,1022,318,273
1,10.25,52.66,88,6194,167,16,8,645,208,140
1,2.79248,48.9945,108,5665,164,70,34,644,170,157
1,12.25,50.16,70,6757,155,24,-18,656,224,141
1,3.69391,50.88947,101,5387,72,61,31,767,218,186
1,4.07757,50.90003,103,5502,72,64,31,778,217,189
1,14.58,50.86,70,6738,155,-8,-18,624,222,117
1,0.14976,47.6104,112,5363,53,182,44,690,205,193
1,12.27331,55.69031,83,6200,158,28,7,606,190,114
1,8.25,49.06,103,6507,186,31,19,700,218,151
1,-1.20336,51.74055,98,4661,73,61,40,633,180,157
1,11.58,48.76,83,6821,169,7,-7,740,272,137
1,12.58,48.96,83,7115,171,37,-12,744,265,153
1,4.23523,51.77651,98,5273,110,54,32,768,226,184
1,16.8203,56.8855,76,6576,155,18,-5,481,159,106
1,7.75,52.86,87,5786,159,41,12,795,239,188
1,4.23523,51.77651,98,5273,110,54,32,768,226,184
1,3.72208,50.90761,101,5387,72,61,31,767,218,186
1,8.75,53.26,86,5913,161,40,11,751,232,167
1,10.42,52.16,86,6158,164,14,6,669,215,146
1,13.75,52.36,91,6989,178,41,-1,546,182,117
1,3.64892,51.04203,102,5276,75,61,34,742,216,178
1,1.08743,51.34285,101,4769,111,62,42,601,187,145
1,4.23592,51.77786,98,5273,110,54,32,768,226,184
1,12.92,50.76,71,6669,156,-6,-14,654,227,131
1,2.5105,48.882,110,5696,114,72,36,646,172,156
1,7.08,49.46,88,6023,164,46,10,766,218,196
1,2.99216,47.072,108,5671,164,70,34,743,202,184
1,2.38381,48.9596,111,5704,115,74,38,645,173,155
1,10.75,49.66,84,6656,169,10,-2,667,221,143
1,7.76154,49.04308,89,6239,168,47,8,728,221,168
1,5.25773,51.62221,94,5405,64,53,26,784,211,192
1,12.7484,53.7485,81,6404,164,27,1,558,190,116
1,12.55023,55.6144,84,6159,158,31,9,605,188,136
1,12.9393,57.72223,60,6685,68,4,-23,924,286,227
1,7.58,48.06,102,6382,183,19,19,675,236,117
1,7.75,48.26,104,6445,186,34,21,713,241,129
1,16.245,46.5997,100,7397,192,17,1,837,294,133
1,12.58,49.06,72,7022,159,25,-22,785,271,170
1,5.78369,53.1925,88,5301,101,39,23,794,242,189
1,4.04797,51.07075,103,5455,73,63,32,769,216,186
1,4.2361,51.79015,98,5273,110,54,32,768,226,184
1,2.56322,48.8359,110,5696,114,72,36,646,172,156
1,5.14278,51.94572,94,5358,66,51,27,799,226,194
1,5.78739,51.97024,94,5475,164,52,24,775,218,189
1,12.58,53.16,84,6537,168,33,1,570,189,121
1,15.6867,57.3675,65,6711,145,8,-17,576,185,129
1,13.25,52.46,91,6907,178,43,1,572,186,128
1,3.99105,51.0526,103,5409,74,62,33,761,217,184
1,13.57872,46.29962,81,6661,165,5,-6,1310,386,240
1,14.25,50.86,75,6817,161,-4,-14,606,218,112
1,7.42,51.56,96,5737,168,55,22,816,234,199
1,2.25314,48.628,109,5612,113,72,36,640,170,157
1,2.02221,48.8015,105,5488,110,68,33,652,175,160
1,3.47473,51.20265,101,5179,77,60,35,733,220,175
1,9.75,49.76,90,6649,174,15,3,677,213,150
1,4.25722,52.05538,96,5224,110,50,32,773,236,185
1,12.25855,55.55648,84,6124,158,30,9,600,185,115
1,-1.30459,54.52815,90,4308,126,56,37,653,181,160
1,11.58,53.26,86,6401,168,36,5,584,188,127
1,4.53456,51.48454,98,5423,69,57,29,788,220,191
1,4.30525,51.72985,98,5273,110,54,32,768,226,184
1,11.25,48.46,80,6710,165,6,-8,857,319,154
1,9.61692,47.22197,82,6575,164,9,-5,1144,411,212
1,15.6197,57.9315,61,6823,141,3,-23,584,194,126
1,7.08,52.36,91,5555,161,49,19,779,224,187
1,8.08,48.46,91,6400,155,20,7,879,274,189
1,-0.85609,53.98541,94,4434,131,59,38,623,170,152
1,1.53288,50.13444,104,5012,77,65,40,662,207,171
1,4.82021,51.75338,96,5353,107,53,29,790,225,190
1,6.81255,51.15636,101,5915,177,60,25,796,236,186
1,4.44701,50.81047,99,5636,66,62,26,823,224,203
1,4.82962,51.75387,96,5353,107,53,29,790,225,190
1,5.96044,51.85848,95,5516,164,53,24,768,221,187
1,12.4151,54.1484,82,6226,162,28,4,580,190,124
1,7.30605,48.98761,90,6186,169,49,10,746,222,174
1,7.6381,51.63001,95,5719,167,54,21,814,232,199
1,10.28269,47.48693,52,6322,131,-20,-31,1065,385,195
1,3.55352,50.7897,100,5381,71,61,30,754,213,182
1,4.26488,51.74983,98,5273,110,54,32,768,226,184
1,4.10629,51.82888,99,5252,111,54,33,762,227,183
1,4.23546,51.76752,98,5273,110,54,32,768,226,184
1,7.92,53.46,86,5609,158,40,15,783,234,176
1,7.92,52.26,90,5808,164,46,16,834,237,208
1,6.45649,52.73882,88,5391,153,45,20,780,226,186
1,11.92,49.36,79,6885,165,33,-12,671,234,140
1,3.6393,50.74532,100,5381,71,61,30,754,213,182
1,12.82669,55.86822,79,6263,154,24,3,659,208,148
1,4.47594,51.04416,102,5535,71,63,30,778,213,189
1,-2.85748,54.88663,85,4612,88,51,27,834,257,200
1,8.75,52.06,88,5807,162,47,15,806,242,195
1,2.25003,48.88267,111,5611,115,74,38,634,172,153
1,-4.37845,55.81925,77,4282,53,96,24,1327,432,378
1,7.92,48.46,101,6475,167,30,17,744,245,143
1,4.7102,51.73504,96,5353,107,53,29,790,225,190
1,7.58,47.56,99,6253,179,32,19,781,265,150
1,-1.92842,51.20367,93,4675,45,112,36,752,235,211
1,13.75,51.16,87,6800,174,9,0,616,219,117
1,-2.65311,51.83135,94,4549,47,139,38,837,257,235
1,3.92043,50.98044,101,5460,71,62,31,777,219,189
1,4.40449,50.86442,102,5599,70,64,29,787,214,191
1,5.17555,51.09538,96,5512,166,56,26,811,221,198
1,5.17649,51.14931,96,5512,166,56,26,811,221,198
1,8.56453,49.33273,104,6514,186,31,19,679,219,144
1,3.66508,50.91627,101,5329,73,62,33,747,214,180
1,10.08,53.06,83,6300,163,36,2,702,222,157
1,4.98445,51.95232,95,5333,68,51,28,796,229,192
1,6.03984,48.69783,93,5999,169,53,16,743,214,184
1,12.38141,55.94584,80,6271,155,24,2,632,200,119
1,3.47904,48.8345,98,5619,170,61,25,649,175,162
1,1.002,47.3842,112,5564,49,183,40,670,186,177
1,12.5818,53.5485,80,6413,163,27,0,572,194,120
1,10.75,52.66,86,6298,167,13,6,616,199,132
1,40.63,55.52,46,10571,177,-26,-92,602,212,115
1,4.72427,51.75398,96,5353,107,53,29,790,225,190
1,0.52856,51.62609,100,4863,107,63,39,571,166,137
1,-2.49621,50.75297,94,4587,49,109,40,834,271,253
1,12.54058,55.83589,81,6282,157,26,4,638,201,122
1,4.68158,51.73252,96,5353,107,53,29,790,225,190
1,10.75,50.86,78,6430,160,5,-5,580,192,110
1,11.75,50.46,68,6488,149,22,-17,738,229,175
1,17.9482,59.365,68,7336,154,7,-22,536,187,112
1,3.47989,50.93301,101,5245,73,62,34,731,212,174
1,6.75,51.46,101,5880,161,60,25,807,230,195
1,12.51213,55.95044,81,6282,157,26,4,638,201,122
1,-1.15194,54.4373,79,4358,35,44,26,792,228,207
1,7.37586,50.4487,95,5963,170,53,18,693,210,166
1,3.06854,49.15475,102,5607,170,65,30,638,170,157
1,2.03875,45.55038,84,5378,105,44,16,964,266,235
1,1.17787,46.9977,112,5521,50,182,40,726,201,192
1,12.18984,55.48542,84,6037,157,30,10,584,180,113
1,12.75,47.86,81,6950,168,4,-11,1103,421,195
1,3.73312,51.14139,102,5327,75,62,34,755,218,181
1,-1.31801,53.71924,94,4488,131,59,39,628,171,153
1,4.83678,51.47474,96,5447,66,55,27,798,219,196
1,6.64885,49.36941,93,6053,170,52,16,767,208,190
1,0.41781,52.25799,94,4783,155,58,33,552,153,125
1,17.7664,59.2845,68,7249,153,7,-20,527,183,112
1,10.42,52.96,84,6330,165,37,3,660,211,144
1,10.738,47.24192,44,6184,121,-27,-37,1009,370,175
1,16.424,50.425,58,6797,142,-22,-33,703,289,105
1,5.85884,52.50183,91,5377,156,46,23,780,226,187
1,3.24027,50.84106,101,5199,74,62,34,716,210,169
1,2.51496,48.6906,110,5725,167,72,35,652,172,159
1,14.42,51.66,89,7014,177,7,-3,582,199,118
1,7.42,53.56,88,5651,157,40,17,791,232,178
1,10.42,47.46,32,5974,106,-38,-45,1133,408,212
1,0.57461,52.43454,93,4818,155,58,32,565,156,126
1,2.09409,48.7394,105,5488,110,68,33,652,175,160
1,10.42,50.16,83,6693,168,8,-4,635,201,139
1,7.75,49.06,89,6239,168,47,8,728,221,168
1,12.42,50.76,80,6626,163,4,-6,591,204,118
1,11.08,47.86,82,6589,164,8,-5,973,366,169
1,12.82669,55.86822,79,6263,154,24,3,659,208,148
1,4.23546,51.76752,98,5273,110,54,32,768,226,184
1,4.82254,51.95496,95,5335,106,51,29,794,231,191
1,-2.50597,51.65223,98,4548,51,62,43,806,246,223
1,12.25,50.46,69,6635,153,23,-17,673,223,147
1,4.39031,50.90038,102,5599,70,64,29,787,214,191
1,1.37291,47.6367,111,5584,48,74,38,650,177,167
1,-1.35957,50.93214,105,4613,57,150,48,772,252,224
1,3.58934,51.19447,102,5227,77,60,35,741,220,177
1,4.44706,50.83743,102,5599,70,64,29,787,214,191
1,10.42,53.06,84,6406,166,37,2,657,212,142
1,4.60464,47.6178,97,6024,29,58,17,821,231,224
1,4.8476,51.13313,99,5516,68,59,28,792,212,192
1,15.43729,58.89679,59,7114,142,1,-28,614,209,129
1,11.92772,55.92159,82,6295,158,24,2,604,190,111
1,11.42,48.66,81,6746,166,6,-8,799,296,144
1,9.58,47.76,86,6683,171,12,-1,1023,370,189
1,-4.09959,51.72449,100,4431,56,119,46,1178,397,350
1,-2.68492,53.89901,87,4556,62,107,29,1117,357,298
1,11.58,49.56,78,6649,162,33,-8,698,234,152
1,11.9152,53.4485,84,6373,166,32,3,587,191,128
1,13.2934,55.69793,78,6180,152,24,3,665,203,157
1,-1.77217,53.81086,91,4580,44,137,35,889,265,244
1,40.29,55.44,47,10551,178,-25,-91,596,212,112
1,3.80706,50.93501,101,5387,72,61,31,767,218,186
1,18.1506,59.2636,69,7226,155,9,-18,523,180,114
1,-3.83777,55.86447,78,4364,54,96,24,1122,355,320
1,-2.21226,50.6639,97,4478,54,140,44,827,274,254
1,6.29689,48.50907,94,6039,170,53,16,775,216,195
1,13.42,51.56,91,6802,177,12,3,579,200,115
1,8.72924,55.54878,79,5717,90,28,9,844,285,194
1,6.08,51.26,100,5621,171,58,27,777,224,183
1,4.23546,51.76752,98,5273,110,54,32,768,226,184
1,-1.61866,53.99025,89,4528,43,53,34,773,221,202
1,8.25,52.16,89,5760,162,46,16,849,248,212
1,5.22387,51.67771,94,5417,65,52,26,785,216,192
1,5.21854,51.10407,96,5512,166,56,26,811,221,198
1,11.25,47.66,63,6495,144,-10,-22,1030,398,172
1,13.08,52.56,90,6845,177,42,1,569,186,126
1,12.33926,55.63994,85,6157,159,32,11,603,188,134
1,1.56339,49.05627,104,5259,73,68,36,627,177,160
1,13.0351,56.5712,74,6348,149,19,-3,827,262,194
1,11.74248,55.19887,83,6029,156,26,7,584,177,113
1,7.25,53.46,89,5712,158,41,16,784,230,177
1,12.26806,55.59009,84,6124,158,30,9,600,185,115
1,2.34532,48.5172,111,5682,167,74,37,639,169,155
1,9.58,52.06,83,6017,159,39,6,763,235,179
1,3.47473,51.20265,101,5179,77,60,35,733,220,175
1,14.42,52.36,89,7481,181,0,-12,541,187,109
1,11.98937,55.62506,81,6103,155,25,5,613,185,120
1,4.2462,51.77257,98,5273,110,54,32,768,226,184
1,7.08,49.66,81,5929,156,39,5,801,227,211
1,-1.05477,51.91929,97,4801,71,60,36,619,173,148
1,-0.51243,51.60793,99,5178,68,61,33,663,188,165
1,4.02443,48.97057,101,5770,174,63,26,626,178,153
1,4.40449,50.86442,102,5599,70,64,29,787,214,191
1,4.44708,50.84642,102,5599,70,64,29,787,214,191
1,4.23546,51.76752,98,5273,110,54,32,768,226,184
1,4.36537,51.70234,97,5325,109,54,31,778,227,187
1,3.97717,51.00761,103,5409,74,62,33,761,217,184
1,7.75,49.76,87,6134,165,46,8,639,194,154
1,11.75,48.86,80,6898,166,3,-11,733,265,141
1,6.19822,50.86581,100,5670,172,58,27,813,237,189
1,15.8583,57.8644,64,6829,144,6,-20,565,186,122
1,12.25,51.56,91,6578,176,16,7,501,174,96
1,5.75669,50.95512,98,5521,168,57,27,792,225,186
1,8.58,49.96,98,6555,181,25,12,626,199,134
1,-1.29997,54.79776,87,4295,123,53,34,674,187,166
1,4.38523,51.6679,97,5325,109,54,31,778,227,187
1,6.08,50.76,94,5590,164,52,23,911,258,220
1,4.56257,48.69491,102,5838,175,64,25,656,190,164
1,4.86698,48.6216,100,5879,173,62,22,680,200,174
1,15.0564,58.1849,60,6912,140,3,-25,591,200,126
1,7.92,48.26,94,6397,175,23,11,872,279,179
1,4.94581,50.98886,99,5572,154,59,27,801,213,195
1,9.75,47.76,78,6609,161,4,-9,1071,384,204
1,0.72156,52.43125,94,4850,67,58,32,593,164,137
1,6.44306,52.97422,87,5388,152,43,19,787,230,187
1,6.19306,50.84858,100,5670,172,58,27,813,237,189
1,9.58,47.56,91,6737,176,16,2,1079,387,202
1,-0.07177,51.09786,97,4717,73,60,39,689,209,181
1,12.23484,55.41068,84,6037,157,30,10,584,180,113
1,4.40481,51.25095,101,5462,71,60,31,780,217,189
1,5.03662,51.81422,95,5381,66,52,27,791,221,192
1,12.24102,55.80693,83,6200,158,28,7,606,190,114
1,4.4328,50.7925,99,5636,66,62,26,823,224,203
1,13.70632,56.28798,73,6293,148,19,-3,714,220,171
1,3.651,50.9072,101,5329,73,62,33,747,214,180
1,12.08,50.36,71,6617,154,25,-15,676,220,152
1,3.08388,50.84844,100,5152,112,61,34,702,208,163
1,4.48967,50.84639,102,5599,70,64,29,787,214,191
1,12.17048,55.10509,84,5982,157,29,10,570,173,111
1,12.34968,55.70544,83,6207,158,29,8,620,193,119
1,-3.00978,53.4832,93,4344,99,57,39,777,243,185
1,6.09331,49.29495,95,5990,27,55,18,792,213,201
1,5.75468,51.88005,94,5475,164,52,24,775,218,189
1,3.40988,50.87852,101,5245,73,62,34,731,212,174
1,12.30599,55.69743,83,6200,158,28,7,606,190,114
1,10.42,48.76,78,6619,161,4,-9,779,276,152
1,4.23546,51.76752,98,5273,110,54,32,768,226,184
1,2.14105,48.354,106,5599,71,69,34,646,171,160
1,11.96406,55.85561,82,6295,158,24,2,604,190,111
1,8.92,49.16,97,6435,178,25,13,719,237,147
1,12.58255,55.77061,83,6218,158,30,8,627,195,141
1,-1.61948,53.90036,89,4528,43,53,34,773,221,202
1,2.11521,48.79181,105,5488,110,68,33,652,175,160
1,6.1576,52.19369,93,5474,162,51,23,769,221,185
1,12.5677,58.8741,62,7057,113,4,-28,707,231,143
1,11.68202,55.50166,81,6090,155,24,5,613,184,121
1,4.39942,51.81983,97,5325,109,54,31,778,227,187
1,12.52532,55.61296,84,6159,158,31,9,605,188,136
1,10.92,48.06,79,6565,162,6,-6,948,352,169
1,4.46124,50.82843,99,5636,66,62,26,823,224,203
1,12.7581,48.0922,83,6984,170,5,-10,1048,393,193
1,3.73435,51.05151,102,5327,75,62,34,755,218,181
1,4.78907,50.98054,100,5580,68,61,28,793,211,192
1,10.85505,53.94164,84,6263,164,33,5,653,198,151
1,8.04144,49.6249,89,6286,169,48,7,667,204,157
1,4.41861,50.78351,99,5636,66,62,26,823,224,203
1,-2.31612,53.43311,101,4686,74,64,44,901,268,227
1,-3.01336,54.88543,86,4498,90,52,30,877,271,216
1,4.86334,51.2679,98,5480,67,57,28,794,214,194
1,9.00416,56.4066,76,5845,83,25,3,761,253,147
1,-4.32215,55.94617,82,4262,58,101,30,1238,400,359
1,-1.17176,53.44863,94,4612,46,58,37,683,188,172
1,9.69569,47.48608,76,6551,157,2,-11,1159,411,222
1,12.4418,55.75025,83,6207,158,29,8,620,193,119
1,8.92,49.46,94,6504,176,21,10,732,235,159
1,11.92,53.86,84,6250,164,32,6,598,192,131
1,6.25,51.66,99,5702,171,58,25,770,225,185
1,5.59803,50.87597,96,5528,167,55,26,814,228,195
1,12.75,50.66,66,6632,150,-11,-19,690,236,143
1,-1.328,53.09002,94,4917,41,57,32,715,198,185
1,-1.20336,51.74055,98,4661,73,61,40,633,180,157
1,16.269,50.461,64,6959,149,-18,-30,678,278,99
1,13.05104,55.48394,80,6125,154,27,6,599,185,136
1,12.2485,53.9484,83,6281,164,30,5,579,191,124
1,4.13848,51.82034,99,5252,111,54,33,762,227,183
1,11.42,51.76,86,6393,169,13,5,528,182,101
1,10.08,51.66,80,6139,157,7,0,737,238,167
1,4.71394,51.73668,96,5353,107,53,29,790,225,190
1,3.75063,50.89877,101,5387,72,61,31,767,218,186
1,12.53056,55.74886,83,6218,158,30,8,627,195,141
1,7.08,49.46,88,6023,164,46,10,766,218,196
1,7.25,53.16,90,5692,161,44,17,779,230,179
1,11.92,50.96,79,6376,161,7,-2,611,207,124
1,-0.30226,51.82091,98,4864,71,61,37,658,187,169
1,4.37609,50.8914,102,5599,70,64,29,787,214,191
1,2.98278,47.1841,109,5692,165,71,35,725,196,181
1,7.92,49.76,87,6187,165,46,6,644,195,154
1,11.42,48.36,79,6696,164,5,-9,853,319,152
1,6.42,51.66,99,5727,171,59,24,780,225,187
1,7.58,47.66,99,6253,179,32,19,781,265,150
1,6.58,51.46,101,5826,160,60,25,797,227,191
1,1.57081,48.78654,103,5368,70,67,34,628,173,160
1,12.7917,48.075,83,6984,170,5,-10,1048,393,193
1,16.9621,59.1225,64,7194,148,4,-25,567,192,122
1,3.50801,50.95119,101,5329,73,62,33,747,214,180
1,4.39933,51.70388,97,5325,109,54,31,778,227,187
1,3.75075,50.88979,101,5387,72,61,31,767,218,186
1,2.7951,48.97477,108,5665,164,70,34,644,170,157
1,10.25,48.36,82,6669,166,9,-5,785,284,147
1,3.02721,48.8491,103,5651,159,66,30,640,169,158
1,-0.33127,51.82133,98,4864,71,61,37,658,187,169
1,4.23546,51.76752,98,5273,110,54,32,768,226,184
1,17.9316,59.2674,69,7264,154,8,-20,526,182,112
1,12.56566,55.61458,84,6159,158,31,9,605,188,136
1,9.25,50.46,81,6409,146,38,-4,777,229,176
1,2.0293,46.09064,99,5480,123,61,29,869,234,215
1,2.93098,49.51431,102,5433,107,65,31,637,174,155
1,5.61343,50.92076,96,5528,167,55,26,814,228,195
1,12.91,48.1883,84,7034,171,5,-10,1032,374,207
1,5.30438,51.11241,96,5512,166,56,26,811,221,198
1,8.92,47.66,91,6465,172,19,7,1020,355,194
1,-3.64405,55.0583,84,4282,61,103,31,1064,337,297
1,0.87432,52.51757,95,4855,69,59,34,620,174,153
1,11.25,50.96,78,6374,159,3,-4,592,210,107
1,9.92,50.76,78,6291,157,6,-4,688,213,152
1,5.15065,51.31129,97,5477,65,56,27,798,214,195
1,-0.26773,51.9643,98,4986,70,60,35,635,177,158
1,7.45556,50.31056,91,5994,166,49,14,687,208,168
1,15.57856,44.99986,81,6822,43,163,-8,1286,428,330
1,12.5644,56.02536,78,6330,154,22,0,661,211,125
1,9.08,53.26,85,5986,161,39,8,741,230,165
1,8.58,53.46,88,5875,162,40,13,753,231,165
1,4.78606,51.76265,96,5353,107,53,29,790,225,190
1,6.28516,46.23648,99,6526,106,92,14,956,256,236
1,-0.48235,51.64352,101,4971,72,64,38,643,182,161
1,18.0554,59.3673,69,7342,156,8,-20,530,185,112
1,1.61728,52.58713,100,4653,79,61,43,606,178,145
1,2.79475,49.06468,105,5629,110,68,32,651,173,158
1,7.57095,48.88772,93,6271,172,23,12,697,216,151
1,9.08,52.36,89,5937,164,46,13,728,225,168
1,11.42,48.26,81,6726,165,6,-8,893,337,155
1,6.75,51.76,98,5671,169,57,24,795,227,191
1,13.07741,55.8859,76,6213,151,23,1,685,212,159
1,9.25,51.86,83,5941,158,41,7,815,243,198
1,2.17702,48.3823,108,5630,163,71,34,646,171,158
1,11.4153,53.5485,84,6330,165,33,4,613,193,137
1,8.75,48.76,85,6391,166,15,2,860,273,186
1,7.01923,48.81748,92,6204,171,51,12,738,220,169
1,8.14361,48.73528,103,6506,169,32,19,698,223,141
1,10.40388,53.28595,85,6446,167,37,2,642,208,138
1,2.38406,49.1406,107,5599,112,69,35,656,177,159
1,6.77319,49.18559,95,6110,172,53,16,751,207,186
1,4.23546,51.76752,98,5273,110,54,32,768,226,184
1,3.63762,50.85318,101,5329,73,62,33,747,214,180
1,16.7859,56.834,76,6576,155,18,-5,481,159,106
1,4.77393,52.6524,92,5270,107,103,29,784,250,185
1,3.3548,50.79715,101,5330,72,62,32,723,205,171
1,9.92,47.96,73,6549,156,0,-12,1007,361,191
1,10.25,52.06,84,6139,163,13,5,705,224,159
1,12.2698,58.4462,66,6793,74,9,-19,755,247,166
1,6.3621,49.19777,95,6066,173,54,18,770,206,191
1,4.51182,46.7313,104,6203,166,65,22,799,217,183
1,12.52718,55.75372,83,6218,158,30,8,627,195,141
1,12.25,50.06,70,6757,155,24,-18,656,224,141
1,0.97914,51.88537,98,4868,106,61,37,546,158,126
1,9.92,53.86,82,6046,159,35,6,775,233,183
1,2.76168,51.1322,102,4976,115,63,38,669,210,151
1,11.58,48.26,80,6796,165,4,-10,888,337,153
1,12.34357,55.63774,85,6157,159,32,11,603,188,134
1,12.37144,55.96761,80,6271,155,24,2,632,200,119
1,-1.77217,53.81086,91,4580,44,137,35,889,265,244
1,26.79894,60.88072,42,8741,139,-27,-69,624,216,122
1,6.6236,49.01018,92,6058,169,51,14,789,214,199
1,4.43881,52.17334,94,5235,108,47,31,782,243,185
1,-1.62029,53.81047,93,4523,47,57,38,753,213,194
1,14.8948,58.4544,61,6957,142,4,-25,593,201,126
1,3.89387,50.79156,102,5493,71,63,31,779,217,191
1,4.36514,51.70247,97,5325,109,54,31,778,227,187
1,12.25,49.66,73,6936,159,26,-19,668,235,140
1,-2.73728,53.41327,93,4324,71,57,40,906,276,234
1,3.59503,50.85291,101,5329,73,62,33,747,214,180
1,4.23523,51.77651,98,5273,110,54,32,768,226,184
1,10.58,50.06,83,6676,167,7,-5,634,203,138
1,5.52622,48.94833,92,5959,166,53,14,744,219,185
1,3.79184,51.01584,102,5327,75,62,34,755,218,181
1,3.48143,50.85211,101,5245,73,62,34,731,212,174
1,8.92,51.56,80,5893,154,39,5,909,254,234
1,-2.07643,54.08071,79,4559,32,97,22,1185,378,343
1,6.01513,51.88322,96,5575,166,54,24,763,223,185
1,4.3052,50.75654,102,5626,69,64,28,800,219,196
1,-1.16109,53.98792,93,4426,130,58,38,612,168,148
1,-1.45912,54.52894,88,4344,125,53,34,660,185,161
1,0.97914,51.88537,98,4868,106,61,37,546,158,126
1,10.51188,53.23425,85,6456,168,37,2,640,205,139
1,3.92266,50.74673,102,5493,71,63,31,779,217,191
1,11.91693,55.50817,81,6103,155,25,5,613,185,120
1,4.19193,50.31703,94,5619,30,56,21,910,258,241
1,4.3903,50.88241,102,5599,70,64,29,787,214,191
1,-0.19698,51.54955,103,4827,75,66,43,645,184,163
1,0.18944,47.222,115,5442,54,184,44,681,200,188
1,7.58,51.36,91,5775,164,49,17,864,243,217
1,14.9509,57.9783,55,6843,135,-1,-30,623,207,134
1,-2.84254,54.16768,84,4607,59,105,26,1105,354,299
1,10.42,49.46,82,6648,166,7,-5,701,231,151
1,8.75,53.26,86,5913,161,40,11,751,232,167
1,11.2487,53.7485,83,6296,164,32,4,634,197,144
1,13.42,50.76,61,6645,145,-16,-24,722,249,144
1,18.1269,59.2565,69,7226,155,9,-18,523,180,114
1,11.21596,55.44015,83,5974,156,26,8,587,177,113
1,12.49586,55.72362,83,6207,158,29,8,620,193,119
1,12.4284,55.7453,83,6207,158,29,8,620,193,119
1,-0.48535,51.55363,101,4971,72,64,38,643,182,161
1,2.69287,51.05931,102,4976,115,63,38,669,210,151
1,4.23546,51.76752,98,5273,110,54,32,768,226,184
1,-3.68193,55.95657,77,4364,53,96,24,1024,318,284
1,4.70253,51.74443,96,5353,107,53,29,790,225,190
1,4.72898,51.73324,96,5353,107,53,29,790,225,190
1,12.92,48.96,72,7012,159,25,-22,885,295,203
